"Date","청년실업률","총지수","식료품","비주류음료","주류","담배","의류","신발","주택임차료","주거시설유지보수","수도및주거관련서비스","전기가스및기타연료","가구가사비품및카페트","가정용섬유제품","가정용기기","주방용품및가정용품","가정정원용공구및장비","일상생활용품및가사서비스","의료용품및장비","외래환자서비스","병원서비스","운송장비","개인운송장비운영","운송서비스","우편서비스","전화및팩스장비","전화및팩스서비스","음향영상사진및정보처리장비","기타오락및문화용주요내구재","기타오락용품조경용품및애완동물","오락및문화서비스","신문서적및문방구","단체여행","유치원및초등교육","중등교육","고등교육","기타교육","음식서비스","숙박서비스","미용용품및미용서비스","기타개인용품","기타서비스","평균기온C","평균현지기압hPa","평균수증기압hPa","평균상대습도","월합강수량0024h만mm","평균풍속ms","평균운량","월적설량합","평균지면온도C","소비자물가","생산가능인구","경제활동인구","취업자","실업자","실업률","고용률","경제활동참가율"
"2015-09",7.9,100.36,101.06,100.97,100.41,100,99.94,103.01,100.54,100.73,99.78,96.91,100.19,100.36,100.64,99.01,99.87,100.49,99.57,99.95,100,99.23,99.71,103.85,100,98.92,100.01,99.79,99.31,100.06,100.15,100.1,100.63,101.33,100.11,100.01,100.49,101.02,99.08,99.21,100.56,99.99,22.4,1004.1,14.8,56,26,2.3,3.8,0,25.1,0.5,56,57,61,341,7.9,41.7,45.3
"2015-10",7.4,100.33,99.77,100.8,100.56,100,99.96,100.15,100.73,100.73,99.78,99.64,100.84,98.8,100.62,99.48,100.14,99.19,100.14,100.01,100,99.68,98.62,103.89,100,96.03,100.02,99.51,99.41,99.89,100.13,100.12,103.04,101.33,100.11,100.01,100.49,101.04,98.78,99.98,99.93,99.98,15.5,1008.2,10.8,61,81.5,2.3,2.8,0,16.3,0.8,52,47,59,318,7.4,41.7,45
"2015-11",8.1,100.18,98.42,101.82,100.09,100,101.26,100.34,100.97,100.82,100.05,99.65,100.84,98.8,101.39,101.24,100.14,99.73,100.16,99.91,100,99.58,97.39,103.63,100,97.27,100.02,100.35,99.59,100.71,100.22,100.13,94.76,101.33,100.11,100.01,100.4,101.28,97.97,100.79,100.6,100,8.9,1012.9,8.6,74,104.6,2.7,6.6,0,9.5,0.8,51,61,60,349,8.1,41.8,45.4
"2015-12",8.4,100.55,100.54,101.3,102.18,100,101.24,102.58,101.27,100.97,100.56,99.64,100.8,98.8,102.01,102.58,100.25,98.54,100.07,99.72,100,99.69,96.28,103.99,100,97.27,100.02,99.57,99.48,101.64,100.13,100.34,97.65,101.33,100.11,100.01,100.39,101.64,99.67,100.22,100.91,99.96,1.6,1014.8,4.3,60,29.1,2.3,4.1,7.5,2.2,1.1,50,66,62,365,8.4,41.8,45.7
"2016-01",9.5,100.63,101.06,100.94,102.51,100,101.21,98.13,101.51,97.15,100.33,95.18,101.91,98.8,102.34,101.07,100.08,98.94,100.13,101.44,101.63,101.42,94.04,104.16,100,94.9,100.04,98.87,99.2,102.81,100.26,100.42,98.51,101.33,100.11,100.01,101.05,101.83,99.42,100.3,99.76,107.95,-3.2,1014.5,2.8,53,1,2.5,4,1.4,-1.4,0.6,49,74,55,413,9.5,41.7,46.1
"2016-02",12.5,101.03,103.74,101.27,103.01,100,101.15,103.75,101.63,97.65,101.18,95.18,102.33,98.7,102.36,101.91,100.39,99.7,99.92,101.53,101.69,99.62,92.1,104.12,100,94.9,100.04,99.54,99.65,104.14,100.23,100.43,99.96,101.33,100.11,100.01,101.29,101.91,99.69,100.35,102.3,108.08,0.2,1013.3,3.5,52,47.6,2.8,3.7,6.5,1.1,1.1,47,98,46,560,12.5,41.4,47.4
"2016-03",11.8,100.71,102.11,101.55,103.05,100,101.15,103.66,101.83,97.74,101.44,90.71,104.47,100.87,101.91,102.2,100.23,99.1,99.94,101.53,101.69,99.59,91.24,103.7,100,94.9,100.04,99.32,100.26,103.64,101.57,100.34,96.58,102.7,100.11,100.03,101.73,102.3,98.97,99.96,102.78,108.93,7,1010.9,5.2,51,40.5,2.4,3.6,0,9.1,0.8,48,80,35,520,11.8,41,46.5
"2016-04",10.9,100.88,101.83,100.68,103.25,100,101.11,103.99,101.97,97.74,102.03,90.7,105.38,100.68,101.74,102.84,100.23,98.02,100.03,101.64,101.69,99.74,91.64,103.71,100,102.59,100.04,99.15,100.2,103.82,101.85,100.54,98.07,102.7,100.11,100.03,101.91,102.64,100.42,100.03,102.69,108.98,14.1,1003.2,8.3,55,76.8,2.4,4.8,0,17,1,45,87,56,484,10.9,41.8,46.9
"2016-05",9.7,100.92,100.61,99.49,103.29,100,101.66,103.87,102.14,97.81,102.14,88.71,105.22,100.87,101.75,102.34,100.23,96.12,99.92,101.64,101.69,99.42,93.6,104.11,100,102.59,100.04,101.42,98.97,104.3,102.3,100.6,103.63,102.7,100.11,100.03,102.28,102.65,101.21,100.23,102.77,109.17,19.6,1001.3,12,56,160.5,2.4,4.6,0,23.2,0.8,46,97,84,433,9.7,42.7,47.3
"2016-06",10.3,100.87,98.92,101.04,102.68,100,101.66,103.9,102.35,97.89,102.54,88.72,105.22,100.58,101.9,101.16,100.23,98.57,100,101.64,101.7,99.5,96.84,103.9,100,102.59,100.04,101.26,98.78,104.17,102.2,100.64,100.21,102.7,100.11,100.03,102.28,102.76,101.09,100.45,102.74,109.18,23.6,997.6,17.9,63,54.4,2.1,5.3,0,28.2,0.7,44,108,88,467,10.3,43.1,48
"2016-07",9.2,100.76,98.81,99.86,102.63,100,101.64,98.58,102.62,97.89,100.9,80.51,105.29,100.63,101.64,100.66,100.23,102.55,99.85,101.64,101.7,100.76,97.19,104.76,100,102.59,100.04,101.75,98.54,103.94,102.27,100.48,109.98,102.7,100.11,100.03,102.39,102.87,104.56,100.08,102,109.22,26.2,997.8,24.4,73,358.2,2.1,7.2,0,28.3,0.4,43,108,98,419,9.2,43.6,48.1
"2016-08",9.3,101.15,100.77,99.59,103.78,100,101.68,103.81,102.83,98.37,101.54,80.51,106.32,100.87,102.25,101.69,100.27,101.16,99.61,101.64,101.7,100.82,96.54,104.95,100,102.59,100.04,101.29,98.64,103.9,102.21,100.41,113.27,102.7,100.11,100.03,102.39,102.97,107.17,99.61,101.9,110.83,28,996,24,64,67.1,2.1,4.6,0,31.9,0.5,42,96,86,416,9.3,42.9,47.4
"2016-09",9.4,101.72,105.93,99.59,102.71,100,101.68,104.01,103.04,98.33,102.26,80.5,106.32,100.87,102.46,100.9,100.33,101.94,99.69,101.7,101.7,100.89,96.14,104.17,100,103.05,100.04,100.8,99.21,104.79,102.19,100.51,107,102.7,100.11,100.05,102.89,103.2,101.17,100,100.86,110.84,23.1,1003.3,18,65,33,2,5.8,0,24.9,1.3,41,84,73,416,9.4,42.5,46.9
"2016-10",8.5,101.86,104.54,100.62,102.96,100,101.68,104.6,103.11,98.99,103.23,88.52,106.3,103.32,101.3,99.01,100.45,100.85,99.64,101.7,101.63,100.84,96.17,104.13,100,103.05,100.09,100.18,100.24,104.42,102.24,100.63,103.62,102.7,100.11,100.05,102.98,103.23,101.4,99.77,101.63,110.84,16.1,1009,11.7,62,74.8,2.1,5.3,0,17,1.5,39,73,68,371,8.5,42.4,46.3
"2016-11",8.2,101.73,103.28,100.04,103.55,100,102.16,100.91,103.31,99.49,102.92,90.95,105.58,103.4,99.63,101.58,100.85,101,99.95,101.7,101.63,99.98,96.83,103.7,100,99.82,100.09,97.72,103.52,105.43,102.38,101.1,99.19,102.7,100.11,100.05,103.03,103.28,100.27,99.47,103.46,110.84,6.8,1012.6,6.2,57,16.7,2.2,4.7,0.9,7.2,1.5,37,53,54,349,8.2,41.9,45.6
"2016-12",8.4,101.89,104.58,100.48,103.24,100,102.07,104.6,103.55,100.19,104.19,86.01,107.18,103.41,99.52,101.59,101.12,101.36,100.13,101.7,101.63,100.65,98.08,104.07,100,99.82,100.09,97.33,100.17,104.29,102.38,101.3,99.96,102.7,100.11,100.05,103.07,103.53,101.85,98.44,103.82,110.84,1.2,1014.2,4.2,59,61.1,2.2,4.7,1.5,1.6,1.3,34,68,65,366,8.4,42.3,46.2
"2017-01",8.6,102.61,106.68,100.36,103.78,100,102.13,100.14,103.65,100.68,104.82,86.01,107.11,103.69,99.24,93.97,101.31,100.83,99.83,103.63,103.37,101.41,100.76,104.48,100,99.82,100.09,97.92,101.46,105.25,102.69,101.47,103.9,102.7,100.11,100.05,103.61,103.78,102.23,99.6,103.57,118.71,-1.8,1014.7,3.2,55,14.9,2.3,3.5,14.3,-0.7,2,40,58,51,368,8.6,41.8,45.7
"2017-02",12.3,102.89,106.96,99.27,106.28,100,102.13,104.5,103.91,101.19,107.49,86.02,107.15,103.69,100.58,99.33,101.17,100.96,99.7,103.63,103.37,101.76,101.49,104.39,100,99.82,100.09,96.96,101.43,105.99,102.69,102.01,100.44,102.7,100.11,100.05,104.02,104.26,101.13,99.75,105.01,118.74,-0.2,1012.6,3.3,54,11.1,2.4,2.8,0,1,1.9,38,94,44,548,12.3,41.6,47.5
"2017-03",11.3,103.01,107.08,99.71,107.43,100,102.15,104.49,104.1,101.96,108.08,87.34,107.11,102.78,102.01,104.7,101.35,100.08,99.56,103.63,103.43,101.84,101.38,103.87,100,95.96,100.09,99.02,101.89,104.85,102.8,101.32,98.72,102.87,101.21,99.97,104.05,104.68,100.67,99.4,105,119.03,6.3,1009,4.5,48,7.9,2.4,3.9,0,8.1,2.2,36,86,50,501,11.3,41.8,47.1
"2017-04",11.2,102.92,105.92,97.54,107.77,100,102.21,97.31,104.29,103.18,108.02,87.34,107.16,102.11,101.89,99.91,101.69,101.1,98.76,103.63,103.55,101.76,100.15,104.27,109.07,100.02,100.09,99.05,102.1,104.41,103.06,102.03,104.3,102.87,101.21,99.97,104.15,104.85,101.46,99.27,102.5,119.04,13.9,1002.6,8,52,61.6,2.6,4.4,0,16.9,1.9,35,101,69,505,11.2,42.5,47.9
"2017-05",9.3,103.04,105.81,96.09,107.58,100,102.58,104.55,104.55,103.6,108.35,88.22,108.19,102.83,102.05,101.26,101.38,100.73,98.64,103.63,103.55,101.69,99.95,104.7,109.07,100.02,100.09,99.41,102.43,104.88,102.98,102.03,100.83,102.87,101.21,99.97,104.14,105.16,102.58,98.13,105.09,119.05,19.5,1002,11.4,52,16.1,2.4,3.9,0,25,2,33,100,89,419,9.3,43.4,47.9
"2017-06",8,102.98,105.79,98.03,107.94,100,102.6,105.32,104.71,103.8,107.98,88.21,109.18,103.06,101.51,103.02,101.72,103.37,99.9,103.63,103.55,101.44,99.14,104.14,109.07,101.23,100.09,98.85,101.98,104.61,102.98,102.89,94.16,102.87,101.21,99.97,104.17,105.16,102.03,97.5,105.09,119.05,23.3,998.4,15.7,57,66.6,2.4,4.7,0,28.6,1.9,32,103,82,475,10.5,43.1,48.1
"2017-07",8,103.35,107.18,98.22,108.05,100,102.6,100.44,104.84,104.48,108.35,88.28,109.11,103.06,100.95,99.11,102.18,101.58,100.04,103.63,103.55,100.97,98.1,105,109.07,104.26,100.09,98.19,102.1,104.76,103.07,102.28,106.08,102.87,101.21,99.97,104.16,105.38,107.19,97.84,104,119.09,26.9,997.5,26.9,77,621,2,7.9,0,28.3,2.2,31,106,93,420,9.3,43.8,48.3
"2017-08",8,104,110.72,99.77,108.36,100,102.6,105.58,104.96,104.48,108.83,88.28,109.18,99.52,101.65,103.78,101.71,101.72,100,103.63,103.55,100.59,99.07,105.12,109.07,104.27,100.09,97.14,101.86,104.9,103.1,102.29,106.85,102.87,101.21,99.97,104.27,105.86,110.58,98.51,104.72,118.85,25.9,997.7,23.7,71,297,2.3,7,0,27.7,2.6,30,90,78,417,9.4,43.1,47.6
"2017-09",8,103.91,110.92,99.64,108.67,100,102.57,106,105.02,105.17,108.86,88.29,110.33,99.39,101.77,101.99,102.18,101.44,98.8,103.63,103.55,100.88,100.39,104.28,109.07,104.27,100.11,95.59,102.16,104.16,103.2,102.14,100.95,102.87,101.21,99.97,104.35,105.89,102.18,98.48,105.24,118.95,22.1,1003.1,16,61,35,2,4.2,0,24.2,2.1,29,76,65,402,9.2,42.6,46.9
"2017-10",8,103.54,106.04,99.57,108.13,100,102.58,106,105.12,105.7,109.98,88.3,109.45,101.21,102.32,102.96,102.18,102.11,99.02,103.55,102.31,101.05,101.74,104.54,109.07,104.27,100.11,96.04,102.23,104.59,103.19,102.3,104.46,102.87,101.21,99.97,104.36,105.92,103.88,98.8,105.12,119.06,16.4,1010.7,10.7,56,26.5,1.9,4.5,0,16.8,1.8,28,60,52,371,8.6,42.2,46.2
"2017-11",8,102.94,104.3,96.55,108.14,100,103.36,101.01,105.28,105.96,108.28,84.26,109.48,101.21,101.81,102.85,102.18,100.98,98.67,103.23,102.31,100.22,102.67,104,109.07,104.27,100.11,95.88,104.13,103.42,103.21,102.32,95,102.87,101.21,99.97,104.44,106.18,101.36,98.49,103.61,119.07,5.6,1012.4,5.4,54,40.7,2.1,4.2,1.5,5.4,1.3,27,56,37,395,9.2,41.9,46.2
"2017-12",8,103.21,105.06,97.13,108.17,100,103.36,106,105.29,106.12,109.31,84.27,109.58,101.21,102.23,103.46,102.17,100.37,99.07,103.23,102.31,99.87,103.33,104.33,109.07,104.52,100.11,95.42,103.48,103.83,103.17,102.59,95.32,102.87,101.21,99.97,104.44,106.6,105.16,98.03,105.14,119.07,-1.9,1015.1,3.3,56,34.8,1.8,3.9,12.8,-1.5,1.5,26,59,41,395,9.2,42,46.3
